10.010502	10.001702	10.649917	8.350522	17.564115	16.454616	20.867949	14.268713	15.512046	12.978417	24.205273	16.384408	11.243319	30.598637	19.047878	22.059317	37.568992	19.473021	26.339727	23.187186	19.701912	31.891196	37.600889	19.392526	34.229909	24.753314	18.402571	44.277934	32.597294	20.36617	34.188825	31.807535	21.381281	21.044805	30.701238	21.974875
10.620816	10.050916	10.223679	8.808255	17.546065	16.100451	21.435106	14.056562	15.395153	13.540982	24.326585	16.42536	12.103912	30.344244	18.751338	22.521745	37.852244	19.449941	26.801372	23.496443	19.585105	32.281886	37.776311	19.604247	34.917792	24.978346	18.438217	44.805971	32.94167	20.458198	34.668414	31.849616	21.617305	21.634038	30.826682	22.202605
11.138123	9.791471	9.872814	9.349283	17.402914	15.77638	22.027722	13.964834	15.118234	14.147266	24.406088	16.590987	12.546644	30.71562	18.885078	23.216412	38.0764	19.531685	27.412551	23.637272	19.682135	32.858196	38.022347	19.67538	35.491747	25.27082	18.323788	45.376699	33.236488	20.494061	35.24798	32.117636	21.544522	22.251475	31.084518	22.060986
12.067254	9.883766	9.262354	9.852191	17.265021	15.469988	22.608133	13.839382	14.636946	14.759128	24.521372	16.522182	13.32308	30.890892	18.414351	23.776542	38.232839	19.641993	28.134245	23.84193	19.707348	33.464682	38.270299	19.76314	36.144725	25.523658	18.439669	46.065788	33.572825	20.532733	35.956246	32.388323	21.641773	22.889883	31.21307	22.16336
12.658901	9.992101	8.48953	10.474734	17.170514	14.958206	23.195618	13.702071	14.167777	15.455083	24.590617	16.463436	13.522667	31.040573	18.415031	24.390817	38.438126	19.676786	28.805643	24.051169	19.630663	34.15058	38.52136	19.785415	36.813933	25.780124	18.409445	46.723815	33.828145	20.630759	36.614262	32.675195	21.588943	23.581392	31.402499	22.196469
12.875831	10.045287	7.630834	10.980783	17.174173	14.400874	23.683074	13.558649	13.556803	16.198397	24.703315	16.492559	14.205131	31.12608	18.361897	25.063633	38.575141	19.889961	29.531529	24.264336	19.500115	34.845328	38.782226	19.793261	37.532624	25.996364	18.377489	47.436208	34.093005	20.624945	37.347352	32.856792	21.790153	24.354131	31.562962	22.280274
12.516559	10.122332	7.035911	11.394466	17.195145	14.060076	23.972851	13.403992	13.021486	16.91962	24.783815	16.424384	15.248268	31.171076	18.312873	25.821798	38.767831	19.949647	30.137894	24.410634	19.43872	35.485735	38.969413	19.894826	38.132593	26.178007	18.354217	48.139053	34.352211	20.658424	38.189637	33.136944	21.626905	25.068151	31.853465	22.162046
12.315737	10.229028	6.651615	11.636803	17.394087	13.678955	24.155027	13.256467	12.469779	17.497856	25.06559	16.182149	16.174843	31.46081	18.265097	26.572249	39.042292	19.749703	30.886534	24.630253	19.351227	36.170675	39.147542	19.879903	38.923968	26.364591	18.393805	48.961616	34.638627	20.526373	38.873327	33.423495	21.52729	25.804857	32.041387	22.11989
12.261809	10.195972	6.428174	11.844442	17.53211	13.37377	24.239928	13.151376	11.935663	18.217749	25.274741	16.173971	16.802571	31.839036	18.329636	27.259718	39.195844	19.796683	31.559056	24.906966	19.275453	36.946476	39.449007	19.65654	39.61411	26.627182	18.351578	49.734218	34.916112	20.508958	39.664096	33.663907	21.476719	26.573174	32.276489	21.877752
12.187989	10.254391	6.166314	12.073878	17.595568	13.233137	24.335596	13.131592	11.43996	18.856887	25.588149	16.006283	17.731985	32.121599	18.147445	28.163192	39.564314	19.444441	32.282344	25.184671	19.193649	37.788035	39.690228	19.607028	40.382574	26.898671	18.270222	50.531621	35.197907	20.440239	40.416127	33.970643	21.413994	27.316403	32.422149	22.099472
12.232465	10.28342	5.894307	12.260267	17.612137	13.108344	24.424359	12.987095	11.53734	19.550268	25.814228	16.187316	18.345968	32.34489	17.715369	28.917583	39.73541	19.580403	32.950516	25.503425	19.173499	38.608657	39.99228	19.425295	41.080056	27.208909	18.292937	51.270465	35.468599	20.522798	41.208107	34.210144	21.459155	28.062632	32.811993	21.867235
12.319167	10.205296	6.156193	12.524658	17.657903	13.041318	24.684995	12.934257	11.525169	20.270434	26.086229	16.127158	18.958192	32.573634	17.516629	29.630923	40.062676	19.33512	33.678097	25.89557	19.186134	39.435193	40.274558	19.328271	41.896345	27.51251	18.393135	52.149827	35.782696	20.445961	42.032597	34.515676	21.389157	28.880545	33.076754	21.889196
12.491881	10.151523	6.249786	12.796587	17.777024	13.031583	24.987726	12.933597	11.505045	21.055086	26.270772	16.264983	20.123938	32.644799	17.793789	30.451961	40.384309	19.109306	34.459897	26.140449	19.261615	40.246078	40.56908	19.189567	42.674919	27.759082	18.422518	52.930724	36.074243	20.371404	42.763096	34.750197	21.499966	29.757424	33.439671	21.877556
12.497302	10.260729	6.271933	13.164993	17.887568	13.14533	25.253485	13.010015	11.396761	21.838041	26.43547	16.432557	20.798111	33.085997	17.641303	31.252708	40.606036	19.1186	35.277867	26.365459	19.311385	41.008423	40.823234	19.14544	43.42222	28.015751	18.461003	53.748262	36.346604	20.359116	43.60886	35.092538	21.317614	30.548977	33.705482	21.774228
12.614382	10.345949	6.442231	13.596705	17.959191	13.349284	25.528868	13.096061	11.235012	22.620916	26.653099	16.414808	21.680319	33.661272	17.810004	32.068946	40.816244	19.146094	36.057161	26.559211	19.425889	41.808636	41.002401	19.265566	44.245366	28.254551	18.430738	54.590003	36.50045	20.482356	44.495081	35.337549	21.280289	31.476739	33.896952	21.867107
