0.000000,0.000000,0.000000,0.517704,0.541486,-0.448830,-0.487147,0.197396,0.000000,0.317677,0.089918,0.727978,-0.163792,-0.623746,0.231791,0.486578,-0.084430,0.867486,-0.047052,0.782414,0.165569,-0.551829,0.233642,-0.879934,0.080966,-0.416380,0.213147,-0.802706,0.025972,0.594058,-0.034834,-0.935383,-0.043221,-0.328272,0.122663
0.000000,0.000000,0.000000,0.518019,0.539643,-0.450435,-0.487364,0.197396,0.000000,0.312190,0.082719,0.717450,-0.165008,-0.635083,0.231912,0.462519,-0.089859,0.879196,-0.046725,0.766722,0.178863,-0.565480,0.240500,-0.874527,0.086864,-0.426900,0.212112,-0.790373,0.028541,0.610085,-0.036756,-0.931773,-0.047200,-0.334861,0.131006
0.000000,0.000000,0.000000,0.518774,0.536401,-0.453117,-0.487622,0.197396,0.000000,0.308684,0.075109,0.702426,-0.166064,-0.650550,0.233111,0.431314,-0.095999,0.893744,-0.045723,0.747398,0.194296,-0.582685,0.247033,-0.867187,0.091564,-0.440992,0.210997,-0.775520,0.031361,0.628436,-0.038460,-0.928549,-0.051116,-0.339844,0.139377
0.000000,0.000000,0.000000,0.519412,0.532225,-0.457085,-0.487788,0.197396,0.000000,0.303975,0.067841,0.683189,-0.164351,-0.670665,0.234020,0.393734,-0.102271,0.910622,-0.043927,0.723747,0.211192,-0.604806,0.251647,-0.858701,0.098374,-0.455884,0.210499,-0.759214,0.035355,0.647447,-0.041133,-0.924099,-0.056960,-0.345404,0.151832
0.000000,0.000000,0.000000,0.521776,0.527934,-0.459906,-0.487270,0.197396,0.000000,0.301514,0.068207,0.661792,-0.162884,-0.691912,0.234122,0.358368,-0.107426,0.924985,-0.041371,0.699072,0.227127,-0.627469,0.252026,-0.848804,0.103423,-0.473109,0.209877,-0.740513,0.039399,0.668189,-0.043223,-0.919252,-0.062705,-0.351893,0.163119
0.000000,0.000000,0.000000,0.523195,0.523080,-0.463319,-0.487756,0.197396,0.000000,0.298446,0.063447,0.640887,-0.160178,-0.711951,0.234133,0.328673,-0.112659,0.935903,-0.039353,0.674442,0.243693,-0.647529,0.252684,-0.839016,0.108068,-0.489026,0.210535,-0.720006,0.044104,0.689526,-0.045482,-0.912755,-0.069931,-0.360705,0.175746
0.000000,0.000000,0.000000,0.525120,0.517324,-0.467255,-0.488066,0.197396,0.000000,0.296987,0.061347,0.618922,-0.152984,-0.732785,0.233703,0.303313,-0.115250,0.944559,-0.036877,0.652427,0.254749,-0.667364,0.248239,-0.828512,0.113316,-0.505265,0.211556,-0.695884,0.049815,0.713143,-0.048039,-0.904247,-0.079117,-0.372158,0.190636
0.000000,0.000000,0.000000,0.527209,0.511861,-0.470945,-0.488003,0.197396,0.000000,0.294859,0.057226,0.597928,-0.141745,-0.752892,0.231520,0.283831,-0.116094,0.950860,-0.034626,0.631559,0.262284,-0.687295,0.240859,-0.817836,0.118830,-0.519581,0.215397,-0.669983,0.055883,0.736679,-0.050286,-0.892933,-0.090031,-0.388589,0.205074
0.000000,0.000000,0.000000,0.529324,0.507199,-0.473496,-0.488125,0.197396,0.000000,0.292151,0.056428,0.575594,-0.132414,-0.772736,0.227828,0.270398,-0.117455,0.954836,-0.033304,0.611076,0.270861,-0.704589,0.235267,-0.806520,0.122787,-0.533874,0.220617,-0.641886,0.061493,0.760627,-0.051377,-0.880556,-0.100860,-0.407174,0.216069
0.000000,0.000000,0.000000,0.530857,0.501524,-0.476597,-0.489321,0.197396,0.000000,0.292640,0.051490,0.554613,-0.122041,-0.790766,0.223689,0.263449,-0.118740,0.956713,-0.032730,0.592724,0.279090,-0.718667,0.230260,-0.792577,0.129315,-0.549874,0.226804,-0.611364,0.067623,0.784666,-0.052182,-0.866380,-0.113161,-0.427825,0.227310
