0.031900,0.032061,0.007693,0.011998,0.016282,0.020444,0.008070,0.012181,0.016742,0.021123,0.009007,0.001589,0.009295,0.001641,0.004046,0.004964,0.006265,0.004214,0.005112,0.006457,0.006294,0.013641,0.012079,0.001620,0.017221,0.023204,0.020478,0.017508,0.018542,0.020663,0.024381,0.018942,0.015523,0.015195,0.017490,0.016912,0.007829,0.008710,0.010611,0.007638,0.030764,0.020462,0.018372,0.011820,0.030482,0.018556,0.010467,0.010475
0.031900,0.032061,0.007696,0.012001,0.016285,0.020447,0.008073,0.012183,0.016744,0.021125,0.009007,0.001589,0.009295,0.001641,0.004044,0.004965,0.006261,0.004213,0.005113,0.006452,0.006297,0.013638,0.012079,0.001626,0.017225,0.023213,0.020480,0.017486,0.018528,0.020654,0.024397,0.018936,0.015509,0.015189,0.017470,0.016922,0.007836,0.008687,0.010599,0.007630,0.030732,0.020467,0.018368,0.011838,0.030505,0.018544,0.010451,0.010480
0.031900,0.032061,0.007699,0.012005,0.016289,0.020451,0.008075,0.012186,0.016747,0.021128,0.009007,0.001589,0.009295,0.001641,0.004042,0.004967,0.006257,0.004211,0.005115,0.006447,0.006303,0.013633,0.012082,0.001633,0.017231,0.023222,0.020479,0.017463,0.018513,0.020638,0.024411,0.018927,0.015498,0.015189,0.017456,0.016935,0.007844,0.008659,0.010592,0.007628,0.030699,0.020470,0.018365,0.011856,0.030527,0.018532,0.010436,0.010483
0.031900,0.032061,0.007704,0.012009,0.016294,0.020455,0.008079,0.012190,0.016751,0.021132,0.009007,0.001589,0.009295,0.001641,0.004039,0.004969,0.006252,0.004209,0.005117,0.006441,0.006310,0.013626,0.012086,0.001640,0.017237,0.023232,0.020476,0.017440,0.018497,0.020620,0.024424,0.018917,0.015488,0.015191,0.017443,0.016948,0.007852,0.008623,0.010587,0.007628,0.030667,0.020472,0.018363,0.011873,0.030547,0.018522,0.010424,0.010485
0.031900,0.032061,0.007709,0.012015,0.016299,0.020461,0.008083,0.012194,0.016755,0.021136,0.009007,0.001589,0.009295,0.001641,0.004035,0.004973,0.006247,0.004206,0.005121,0.006435,0.006317,0.013622,0.012090,0.001648,0.017245,0.023242,0.020472,0.017416,0.018481,0.020600,0.024438,0.018907,0.015480,0.015196,0.017432,0.016962,0.007861,0.008583,0.010584,0.007631,0.030636,0.020474,0.018361,0.011890,0.030567,0.018513,0.010412,0.010486
0.031900,0.032061,0.007708,0.012014,0.016298,0.020460,0.008082,0.012193,0.016754,0.021135,0.009007,0.001589,0.009295,0.001641,0.004036,0.004972,0.006248,0.004207,0.005120,0.006436,0.006333,0.013650,0.012091,0.001659,0.017256,0.023258,0.020467,0.017383,0.018457,0.020567,0.024476,0.018885,0.015467,0.015215,0.017435,0.016992,0.007878,0.008613,0.010582,0.007646,0.030605,0.020476,0.018359,0.011908,0.030587,0.018503,0.010400,0.010488
0.031900,0.032061,0.007708,0.012013,0.016297,0.020459,0.008082,0.012193,0.016754,0.021135,0.009007,0.001589,0.009295,0.001641,0.004036,0.004972,0.006249,0.004207,0.005120,0.006437,0.006359,0.013681,0.012098,0.001678,0.017274,0.023274,0.020453,0.017339,0.018424,0.020512,0.024518,0.018851,0.015455,0.015251,0.017447,0.017037,0.007903,0.008643,0.010588,0.007677,0.030568,0.020470,0.018363,0.011925,0.030601,0.018499,0.010395,0.010478
0.031900,0.032061,0.007711,0.012017,0.016301,0.020463,0.008084,0.012196,0.016757,0.021137,0.009007,0.001589,0.009295,0.001641,0.004034,0.004974,0.006246,0.004205,0.005122,0.006433,0.006385,0.013724,0.012105,0.001691,0.017289,0.023282,0.020433,0.017316,0.018403,0.020462,0.024550,0.018819,0.015457,0.015300,0.017488,0.017076,0.007923,0.008630,0.010607,0.007720,0.030525,0.020461,0.018370,0.011949,0.030632,0.018485,0.010378,0.010484
0.031900,0.032061,0.007716,0.012022,0.016307,0.020469,0.008089,0.012200,0.016761,0.021142,0.009007,0.001589,0.009295,0.001641,0.004030,0.004977,0.006243,0.004203,0.005125,0.006429,0.006412,0.013760,0.012115,0.001706,0.017306,0.023287,0.020411,0.017291,0.018382,0.020408,0.024577,0.018785,0.015457,0.015349,0.017527,0.017117,0.007944,0.008609,0.010626,0.007764,0.030481,0.020450,0.018379,0.011973,0.030664,0.018471,0.010361,0.010487
0.031900,0.032061,0.007723,0.012029,0.016313,0.020475,0.008093,0.012205,0.016766,0.021147,0.009007,0.001589,0.009295,0.001641,0.004026,0.004982,0.006241,0.004200,0.005130,0.006425,0.006450,0.013789,0.012136,0.001732,0.017335,0.023295,0.020373,0.017247,0.018347,0.020323,0.024607,0.018734,0.015455,0.015412,0.017562,0.017179,0.007974,0.008596,0.010649,0.007818,0.030460,0.020431,0.019197,0.011973,0.030652,0.018486,0.010380,0.010456
