0.031464,0.031617,0.007878,0.012185,0.016471,0.020633,0.008212,0.012324,0.016886,0.021267,0.008582,0.001434,0.008814,0.001496,0.003819,0.004685,0.005979,0.003982,0.004840,0.006178,0.005785,0.012693,0.012550,0.001459,0.017554,0.018694,0.022127,0.022047,0.022716,0.022553,0.017888,0.019349,0.016653,0.015061,0.017660,0.017518,0.006845,0.008552,0.011385,0.007597,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007885,0.012193,0.016478,0.020641,0.008205,0.012317,0.016879,0.021260,0.008582,0.001434,0.008814,0.001496,0.003815,0.004675,0.005968,0.003986,0.004849,0.006190,0.005782,0.012688,0.012549,0.001458,0.017552,0.018692,0.022129,0.022047,0.022717,0.022554,0.017887,0.019350,0.016650,0.015055,0.017654,0.017516,0.006844,0.008535,0.011381,0.007592,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007892,0.012201,0.016486,0.020648,0.008198,0.012310,0.016872,0.021252,0.008582,0.001434,0.008814,0.001496,0.003811,0.004666,0.005957,0.003990,0.004859,0.006202,0.005780,0.012684,0.012548,0.001458,0.017550,0.018690,0.022131,0.022048,0.022718,0.022556,0.017885,0.019351,0.016647,0.015049,0.017649,0.017515,0.006843,0.008518,0.011377,0.007586,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007899,0.012208,0.016494,0.020656,0.008192,0.012303,0.016864,0.021244,0.008582,0.001434,0.008814,0.001496,0.003807,0.004657,0.005946,0.003994,0.004868,0.006214,0.005778,0.012679,0.012547,0.001457,0.017549,0.018689,0.022132,0.022048,0.022718,0.022557,0.017883,0.019353,0.016645,0.015043,0.017644,0.017514,0.006842,0.008501,0.011373,0.007580,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007907,0.012216,0.016501,0.020664,0.008185,0.012296,0.016857,0.021237,0.008582,0.001434,0.008814,0.001496,0.003804,0.004647,0.005935,0.003997,0.004877,0.006226,0.005775,0.012674,0.012546,0.001456,0.017547,0.018687,0.022134,0.022049,0.022719,0.022559,0.017881,0.019354,0.016642,0.015037,0.017638,0.017512,0.006841,0.008485,0.011369,0.007574,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007914,0.012223,0.016509,0.020672,0.008178,0.012288,0.016850,0.021229,0.008582,0.001434,0.008814,0.001496,0.003800,0.004638,0.005924,0.004001,0.004887,0.006239,0.005773,0.012670,0.012545,0.001456,0.017545,0.018686,0.022135,0.022049,0.022720,0.022560,0.017880,0.019355,0.016639,0.015031,0.017633,0.017511,0.006840,0.008469,0.011365,0.007568,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007921,0.012231,0.016517,0.020679,0.008171,0.012281,0.016842,0.021222,0.008582,0.001434,0.008814,0.001496,0.003796,0.004628,0.005913,0.004005,0.004896,0.006251,0.005771,0.012665,0.012544,0.001455,0.017543,0.018684,0.022137,0.022049,0.022721,0.022561,0.017878,0.019356,0.016636,0.015024,0.017628,0.017509,0.006840,0.008453,0.011361,0.007563,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007928,0.012238,0.016524,0.020687,0.008164,0.012274,0.016835,0.021214,0.008582,0.001434,0.008814,0.001496,0.003792,0.004619,0.005902,0.004009,0.004906,0.006263,0.005768,0.012660,0.012543,0.001454,0.017541,0.018682,0.022138,0.022050,0.022722,0.022563,0.017877,0.019357,0.016633,0.015018,0.017622,0.017508,0.006839,0.008438,0.011357,0.007557,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007935,0.012246,0.016532,0.020695,0.008157,0.012267,0.016828,0.021207,0.008582,0.001434,0.008814,0.001496,0.003788,0.004610,0.005891,0.004012,0.004915,0.006275,0.005766,0.012655,0.012542,0.001454,0.017539,0.018681,0.022140,0.022050,0.022723,0.022564,0.017875,0.019358,0.016630,0.015012,0.017617,0.017507,0.006838,0.008422,0.011353,0.007551,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
0.031464,0.031617,0.007943,0.012253,0.016540,0.020702,0.008150,0.012260,0.016820,0.021199,0.008582,0.001434,0.008814,0.001496,0.003784,0.004600,0.005880,0.004016,0.004925,0.006287,0.005764,0.012651,0.012541,0.001453,0.017537,0.018679,0.022141,0.022051,0.022724,0.022566,0.017873,0.019359,0.016627,0.015006,0.017612,0.017505,0.006837,0.008408,0.011349,0.007545,0.028760,0.019176,0.018430,0.015105,0.036513,0.016645,0.009216,0.010981
